#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_10_length_104680_cov_55.379482,97145,98635,+,gspE1,1-1491/1491,===============,0/0,100,97.38,vfdb,WP_001166319,(gspE1) general secretion pathway protein E [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_11_length_99523_cov_58.958157,295,1011,-,abaR,1-717/717,===============,0/0,100,98.19,vfdb,WP_000446779,(abaR) DNA-binding HTH domain-containing protein [Quorom sensing (VF0471) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_11_length_99523_cov_58.958157,2251,2817,+,abaI,1-567/567,===============,0/0,100,99.12,vfdb,WP_002023245,(abaI) N-acyl-L-homoserine lactone synthetase [Quorom sensing (VF0471) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_11_length_99523_cov_58.958157,42124,43488,+,ACICU_RS00500,1-1365/1371,===============,0/0,99.56,97.44,vfdb,WP_000209960,(ACICU_RS00500) phosphomannomutase/phosphoglucomutase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_11_length_99523_cov_58.958157,45517,46517,-,galE,1-1001/1017,===============,0/0,98.43,96.9,vfdb,WP_001062908,(galE) UDP-glucose 4-epimerase GalE [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_11_length_99523_cov_58.958157,46510,48180,-,pgi,1-1671/1671,===============,0/0,100,97.97,vfdb,WP_000045495,(pgi) glucose-6-phosphate isomerase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_11_length_99523_cov_58.958157,48177,49439,-,ACICU_RS00485,1-1263/1263,===============,0/0,100,98.81,vfdb,WP_000686134,(ACICU_RS00485) nucleotide sugar dehydrogenase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_11_length_99523_cov_58.958157,49555,50430,-,galU,1-876/876,===============,0/0,100,86.42,vfdb,WP_000591436,(galU) UTP--glucose-1-phosphate uridylyltransferase GalU [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_11_length_99523_cov_58.958157,72360,74527,-,plc1,1-2168/2169,===============,0/0,99.95,95.99,vfdb,WP_001081735,(plc1) phospholipase C [Phospholipase C (VF0470) - Exotoxin (VFC0235)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_12_length_92837_cov_60.262474,50822,52243,-,pilR,1-1422/1422,===============,0/0,100,97.26,vfdb,WP_000840548,(pilR) sigma-54 dependent transcriptional regulator [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_12_length_92837_cov_60.262474,52268,53836,-,pilS,1-1569/1569,===============,0/0,100,97.96,vfdb,WP_001160337,(pilS) PAS domain-containing sensor histidine kinase [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_12_length_92837_cov_60.262474,54695,55741,+,pbpG,1-1047/1047,===============,0/0,100,99.62,vfdb,WP_003384760,(pbpG) D-alanyl-D-alanine endopeptidase PBP7/8 [PbpG (VF0468) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_12_length_92837_cov_60.262474,85142,85885,+,gspN,1-744/744,===============,0/0,100,100,vfdb,WP_000730343,(gspN) type II secretion system protein N [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_12_length_92837_cov_60.262474,85885,86721,+,gspC,1-837/837,===============,0/0,100,99.76,vfdb,WP_000870033,(gspC) general secretion pathway protein C [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_12_length_92837_cov_60.262474,86763,89039,+,gspD,1-2277/2277,===============,0/0,100,100,vfdb,WP_001196426,(gspD) general secretion pathway protein D [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_13_length_84572_cov_48.639588,38283,38762,-,gspM,1-480/480,===============,0/0,100,98.33,vfdb,WP_000783000,(gspM) general secretion pathway protein M [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_13_length_84572_cov_48.639588,38762,39901,-,gspL,1-1140/1140,===============,0/0,100,98.77,vfdb,WP_001989189,(gspL) general secretion pathway protein L [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_13_length_84572_cov_48.639588,75663,77420,-,gspE2,1-1758/1758,===============,0/0,100,98.12,vfdb,WP_001020922,(gspE2) putative secretion pathway ATPase [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_17_length_73083_cov_43.422666,9369,10328,-,gspK,1-960/960,===============,0/0,100,98.33,vfdb,WP_000301479,(gspK) general secretion pathway protein K [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_17_length_73083_cov_43.422666,11029,11409,-,gspI,1-381/381,===============,0/0,100,98.95,vfdb,WP_000836911,(gspI) general secretion pathway protein I [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_17_length_73083_cov_43.422666,11399,11953,-,gspH,1-555/555,===============,0/0,100,98.56,vfdb,WP_000841373,(gspH) general secretion pathway protein H [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_1_length_238912_cov_52.251670,44687,45670,-,lpxM,1-984/984,===============,0/0,100,99.19,vfdb,WP_001984639,(lpxM) lysophospholipid acyltransferase family protein [LPS (VF0466) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_22_length_63019_cov_53.491827,4526,5416,+,ACICU_RS04565,1-891/891,===============,0/0,100,95.06,vfdb,WP_001105554,(ACICU_RS04565) LysR family transcriptional regulator [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_22_length_63019_cov_53.491827,5553,6074,+,ACICU_RS04570,1-522/522,===============,0/0,100,96.74,vfdb,WP_004748062,(ACICU_RS04570) sigma-70 family RNA polymerase sigma factor [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_22_length_63019_cov_53.491827,6075,7091,+,ACICU_RS04575,1-1017/1017,===============,0/0,100,93.51,vfdb,WP_001240499,(ACICU_RS04575) FecR domain-containing protein [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_22_length_63019_cov_53.491827,7299,10403,+,ACICU_RS04580,1-3105/3105,===============,0/0,100,95.2,vfdb,WP_085947929,(ACICU_RS04580) TonB-dependent receptor [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_22_length_63019_cov_53.491827,10594,11385,+,ACICU_RS04585,1-792/792,===============,0/0,100,97.6,vfdb,WP_002002089,(ACICU_RS04585) transferrin-binding protein-like solute binding protein [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_22_length_63019_cov_53.491827,11490,12955,+,ACICU_RS04590,2-1467/1467,===============,0/0,99.93,95.77,vfdb,WP_085947930,(ACICU_RS04590) porin family protein [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_22_length_63019_cov_53.491827,12966,13887,+,ACICU_RS04595,1-921/921,========/======,1-Jan,100,96.09,vfdb,WP_000837764,(ACICU_RS04595) TonB family protein [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_22_length_63019_cov_53.491827,13920,14519,+,hemO,1-600/600,===============,0/0,100,97.67,vfdb,WP_002062720,(hemO) biliverdin-producing heme oxygenase [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_22_length_63019_cov_53.491827,14548,14988,+,ACICU_RS04605,1-441/441,===============,0/0,100,99.77,vfdb,WP_000359621,(ACICU_RS04605) YbaN family protein [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_22_length_63019_cov_53.491827,14991,15266,-,ACICU_RS04610,1-276/276,===============,0/0,100,100,vfdb,WP_000061137,(ACICU_RS04610) hypothetical protein [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_23_length_54780_cov_46.687025,46634,49071,+,pgaA,1-2439/2439,========/======,1-Jan,99.96,98.16,vfdb,,(pgaA) poly-beta-16 N-acetyl-D-glucosamine export porin PgaA [PNAG (VF0472) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_23_length_54780_cov_46.687025,49071,50900,+,pgaB,1-1830/1830,===============,0/0,100,97.98,vfdb,WP_001061322,(pgaB) poly-beta-16-N-acetyl-D-glucosamine N-deacetylase PgaB [PNAG (VF0472) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_23_length_54780_cov_46.687025,50900,52147,+,pgaC,1-1248/1248,===============,0/0,100,98.16,vfdb,WP_000866237,(pgaC) poly-beta-16 N-acetyl-D-glucosamine synthase [PNAG (VF0472) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_23_length_54780_cov_46.687025,52144,52608,+,pgaD,1-465/465,===============,0/0,100,98.06,vfdb,WP_000786639,(pgaD) poly-beta-16-N-acetyl-D-glucosamine biosynthesis protein PgaD [PNAG (VF0472) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_25_length_52445_cov_62.507340,28999,29799,-,pilF,1-801/801,===============,0/0,100,99.13,vfdb,WP_002027454,(pilF) type IV pilus biogenesis/stability protein PilW [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_26_length_48561_cov_59.915720,41545,42699,-,tsaP,1-1155/1155,===============,0/0,100,98.96,vfdb,WP_000755268,(tsaP) LysM peptidoglycan-binding domain-containing protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_27_length_47998_cov_52.583986,19742,20779,+,pilT,1-1038/1038,===============,0/0,100,97.5,vfdb,WP_000355489,(pilT) type IV pilus twitching motility protein PilT [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_27_length_47998_cov_52.583986,20807,21925,+,pilU,1-1119/1119,===============,0/0,100,97.86,vfdb,WP_000347039,(pilU) PilT/PilU family type 4a pilus ATPase [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_2_length_229030_cov_60.046190,50912,51772,-,gspO/pilD,1-861/861,===============,0/0,100,98.14,vfdb,WP_001152285,(gspO/pilD) A24 family peptidase [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_2_length_229030_cov_60.046190,51772,52998,-,pilC,1-1227/1227,===============,0/0,100,99.27,vfdb,WP_000279216,(pilC) type II secretion system F family protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_2_length_229030_cov_60.046190,53028,54740,-,pilB,1-1713/1713,===============,0/0,100,99.07,vfdb,WP_001274990,(pilB) type IV-A pilus assembly ATPase PilB [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_2_length_229030_cov_60.046190,104157,105362,+,gspF,1-1206/1206,===============,0/0,100,98.18,vfdb,WP_001112089,(gspF) general secretion pathway protein F [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770804.fasta,NODE_2_length_229030_cov_60.046190,105386,105967,+,gspG,1-582/582,===============,0/0,100,99.31,vfdb,WP_000865310,(gspG) general secretion pathway protein G [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
