#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
/home/kien1211/Downloads/fasta/ERR5770801.fasta,NODE_10_length_135981_cov_54.975547,102057,102917,-,bauF,1-861/861,===============,0/0,100,100,vfdb,WP_000160878,(bauF) siderophore-interacting protein [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770801.fasta,NODE_10_length_135981_cov_54.975547,103310,105157,+,basA,1-1848/1848,===============,0/0,100,100,vfdb,WP_000910253,(basA) acinetobactin biosynthesis protein [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770801.fasta,NODE_10_length_135981_cov_54.975547,105228,107258,-,basB,1-2031/2031,===============,0/0,100,100,vfdb,WP_000939834,(basB) non-ribosomal peptide synthetase with condensation and peptidyl carrier protein domains [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770801.fasta,NODE_10_length_135981_cov_54.975547,107890,108817,+,bauD,1-927/927,========/======,1-Jan,100,99.89,vfdb,WP_012391956,(bauD) ferric siderophore ABC transporter permease protein BauD [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770801.fasta,NODE_10_length_135981_cov_54.975547,108831,109778,+,bauC,1-948/948,===============,0/0,100,100,vfdb,WP_001223274,(bauC) ferric siderophore ABC transporter permease protein BauC [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770801.fasta,NODE_10_length_135981_cov_54.975547,109775,110545,+,bauE,1-771/771,===============,0/0,100,100,vfdb,WP_000582115,(bauE) ferric siderophore ABC transporter ATP-binding protein BauE [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770801.fasta,NODE_10_length_135981_cov_54.975547,110552,111520,+,bauB,1-969/969,===============,0/0,100,100,vfdb,WP_001104139,(bauB) ferric siderophore ABC transporter periplasmic siderophore-binding protein [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770801.fasta,NODE_10_length_135981_cov_54.975547,111606,113888,+,bauA,1-2283/2283,===============,0/0,100,100,vfdb,WP_001073030,(bauA) TonB-dependent siderophore receptor BauA [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770801.fasta,NODE_10_length_135981_cov_54.975547,113954,115264,-,basC,1-1311/1311,===============,0/0,100,100,vfdb,WP_000717759,(basC) acinetobactin biosynthesis protein BasC [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770801.fasta,NODE_10_length_135981_cov_54.975547,115312,118254,-,basD,1-2943/2943,===============,0/0,100,100,vfdb,WP_001177743,(basD) acinetobactin biosynthesis protein BasD [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
