#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
/home/kien1211/Downloads/ERR5770806.fasta,NODE_100_length_12258_cov_25.278955,5938,6957,-,csuE,1-1020/1020,===============,0/0,100,96.28,vfdb,WP_001022730,(csuE) Csu pilus tip adhesin CsuE [Csu fimbriae (VF0461) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/ERR5770806.fasta,NODE_100_length_12258_cov_25.278955,6954,9452,-,csuD,1-2499/2499,===============,0/0,100,96.56,vfdb,WP_000603301,(csuD) Csu pilus usher protein CsuD [Csu fimbriae (VF0461) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/ERR5770806.fasta,NODE_100_length_12258_cov_25.278955,9449,10282,-,csuC,1-834/834,===============,0/0,100,98.08,vfdb,WP_001988023,(csuC) Csu pilus chaperone protein CsuC  [Csu fimbriae (VF0461) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/ERR5770806.fasta,NODE_100_length_12258_cov_25.278955,10276,10794,-,csuB,1-519/519,===============,0/0,100,98.65,vfdb,WP_000876480,(csuB) Csu pilus subunit CsuB [Csu fimbriae (VF0461) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/ERR5770806.fasta,NODE_100_length_12258_cov_25.278955,10800,11348,-,csuA,1-548/548,========/======,1-Jan,100,96.54,vfdb,,(csuA) Csu pilus subunit CsuA [Csu fimbriae (VF0461) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/ERR5770806.fasta,NODE_100_length_12258_cov_25.278955,11423,11959,-,csuA/B,1-537/537,===============,0/0,100,97.95,vfdb,WP_000790104,(csuA/B) Csu pilus major pilin subunit CsuA/B [Csu fimbriae (VF0461) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/ERR5770806.fasta,NODE_109_length_11244_cov_39.507151,2460,3665,+,gspF,1-1206/1206,===============,0/0,100,98.18,vfdb,WP_001112089,(gspF) general secretion pathway protein F [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/ERR5770806.fasta,NODE_109_length_11244_cov_39.507151,3689,4270,+,gspG,1-582/582,===============,0/0,100,99.31,vfdb,WP_000865310,(gspG) general secretion pathway protein G [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/ERR5770806.fasta,NODE_11_length_65774_cov_30.453958,10612,11787,-,lpxB,1-1176/1176,===============,0/0,100,98.64,vfdb,WP_000013434,(lpxB) lipid-A-disaccharide synthase [LPS (VF0466) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/ERR5770806.fasta,NODE_12_length_64346_cov_39.905822,51269,51784,-,fimT,1-516/516,===============,0/0,100,99.03,vfdb,WP_000477147,(fimT) GspH/FimT family pseudopilin [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
