#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
/home/kien1211/Downloads/fasta/ERR5770797.fasta,NODE_10_length_102261_cov_44.280289,206,922,-,abaR,1-717/717,===============,0/0,100,98.47,vfdb,WP_000446779,(abaR) DNA-binding HTH domain-containing protein [Quorom sensing (VF0471) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770797.fasta,NODE_10_length_102261_cov_44.280289,2162,2728,+,abaI,1-567/567,===============,0/0,100,98.77,vfdb,WP_002023245,(abaI) N-acyl-L-homoserine lactone synthetase [Quorom sensing (VF0471) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770797.fasta,NODE_10_length_102261_cov_44.280289,47177,48547,+,ACICU_RS00500,1-1371/1371,===============,0/0,100,98.1,vfdb,WP_000209960,(ACICU_RS00500) phosphomannomutase/phosphoglucomutase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770797.fasta,NODE_10_length_102261_cov_44.280289,48591,49607,-,galE,1-1017/1017,===============,0/0,100,97.25,vfdb,WP_001062908,(galE) UDP-glucose 4-epimerase GalE [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770797.fasta,NODE_10_length_102261_cov_44.280289,49600,51270,-,pgi,1-1671/1671,===============,0/0,100,97.85,vfdb,WP_000045495,(pgi) glucose-6-phosphate isomerase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770797.fasta,NODE_10_length_102261_cov_44.280289,51267,52529,-,ACICU_RS00485,1-1263/1263,===============,0/0,100,97.39,vfdb,WP_000686134,(ACICU_RS00485) nucleotide sugar dehydrogenase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770797.fasta,NODE_10_length_102261_cov_44.280289,52645,53520,-,galU,1-876/876,===============,0/0,100,98.29,vfdb,WP_000591436,(galU) UTP--glucose-1-phosphate uridylyltransferase GalU [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770797.fasta,NODE_10_length_102261_cov_44.280289,53546,54166,-,ACICU_RS00475,1-621/621,===============,0/0,100,98.71,vfdb,WP_000826956,(ACICU_RS00475) sugar transferase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770797.fasta,NODE_10_length_102261_cov_44.280289,65940,67040,+,ACICU_RS00405,1-1101/1101,===============,0/0,100,91.01,vfdb,WP_000872593,(ACICU_RS00405) polysaccharide biosynthesis/export family protein [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770797.fasta,NODE_10_length_102261_cov_44.280289,67045,67473,+,ACICU_RS00400,1-429/429,===============,0/0,100,90.44,vfdb,WP_001165990,(ACICU_RS00400) low molecular weight phosphotyrosine protein phosphatase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770797.fasta,NODE_10_length_102261_cov_44.280289,67493,69679,+,ACICU_RS00395,1-2187/2187,===============,0/0,100,95.11,vfdb,WP_001075965,(ACICU_RS00395) polysaccharide biosynthesis tyrosine autokinase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770797.fasta,NODE_10_length_102261_cov_44.280289,75136,77304,-,plc1,1-2169/2169,===============,0/0,100,96.45,vfdb,WP_001081735,(plc1) phospholipase C [Phospholipase C (VF0470) - Exotoxin (VFC0235)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770797.fasta,NODE_12_length_95269_cov_39.979347,28515,29231,+,bfmR,1-717/717,===============,0/0,100,100,vfdb,WP_000076440,(bfmR) biofilm-controlling response regulator [BfmRS (VF0463) - Regulation (VFC0301)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770797.fasta,NODE_12_length_95269_cov_39.979347,29264,30913,+,bfmS,1-1650/1650,===============,0/0,100,100,vfdb,WP_000472465,(bfmS) signal transduction histidine kinase [BfmRS (VF0463) - Regulation (VFC0301)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770797.fasta,NODE_14_length_81643_cov_31.336130,43950,47126,+,vgrG/tssI,1-3177/3177,===============,0/0,100,100,vfdb,WP_000934999,(vgrG/tssI) type VI secretion system tip protein VgrG [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770797.fasta,NODE_17_length_70034_cov_36.358061,22529,23083,+,gspH,1-555/555,===============,0/0,100,100,vfdb,WP_000841373,(gspH) general secretion pathway protein H [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770797.fasta,NODE_17_length_70034_cov_36.358061,23073,23453,+,gspI,1-381/381,===============,0/0,100,100,vfdb,WP_000836911,(gspI) general secretion pathway protein I [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770797.fasta,NODE_17_length_70034_cov_36.358061,24154,25113,+,gspK,1-960/960,===============,0/0,100,99.9,vfdb,WP_000301479,(gspK) general secretion pathway protein K [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770797.fasta,NODE_18_length_68738_cov_39.891475,1,5911,+,bap,159-6069/6069,===============,0/0,97.4,99.97,vfdb,WP_193759656,(bap) biofilm-associated protein [Bap (VF0462) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
